URL,Description,character_count,Monthly Rent,Beds,Baths,Sqft
https://www.hotpads.com/193-lowell-st-somerville-ma-02144-tr2zht/pad,"Bright, Spacious, 1500SF, Student Friendly, Pet Friendly, 3BR/1BA proximate to Davis and Porter Squares! This apartment features hardwood floors throughout, high ceilings, an open floor plan and lots of natural light, three large, equal bedrooms with ample closet space, living room, modern, fully applianced, eat-in kitchen with pantry, dishwasher and disposal, modern bath, free laundry on site, and front and back porches! (RLNE8161343)",,"$3,300 ",3,1,1500
https://www.hotpads.com/391-harvard-st-brookline-ma-02446-1zns6pt/2/pad,GIANT HUGE GARDEN LEVEL STUDIO FOR SEPTEMBER 1ST IN BROOKLINE! BRAND NEW FOR SEPTEMBER 1ST.. NEW KITCHEN. NEW BATHROOM. SEPARATE EAT IN KITCHEN. LARGE OPEN SPACE. ALMOST A 1 BED! WILL NOT LAST A MUST SEE DO NOT MISS IT. ONE MONTH BROKER'S FEE APPLIES.,,"$1,995 ",Studio,1,
https://www.hotpads.com/88-winthrop-shore-dr-winthrop-ma-02152-1v8sxed/5/pad,,,"$2,950 ",2,1,850
https://www.hotpads.com/10-belmont-st-watertown-ma-02472-1udzt6r/8/pad,"Welcome to 10 Brooks Street #8, a delightful 3-bedroom, 1-bathroom apartment that offers a comfortable and inviting living space. This rental gem boasts a range of desirable features, including hardwood floors, central air conditioning, and a stunning kitchen. Situated in a convenient location, this apartment is perfect for individuals or families seeking a cozy home. Central air conditioning ensures that you'll stay cool and comfortable throughout the year, no matter the weather outside. It provides a welcome respite during hot summer days and cozy warmth during chilly winter evenings. Located in a desirable neighborhood, 108 Brooks Street #8 offers the convenience of nearby amenities, such as restaurants, shops, and parks. Commuting is a breeze with easy access to public transportation and major roadways.",,"$2,895 ",3,1,1200
https://www.hotpads.com/319-a-st-boston-ma-02210-skfkyw/211/pad,"Authentic Brick & Beam Loft for at '319 A Street' in Boston's hip Fort-Point neighborhood uniquely located at the crossroads between Boston's bustling Waterfront District and the ever-expanding Seaport. Boasting 12.5ft ceilings with soaring south-facing windows, this 813sf wide open 2BR Loft offers not one shred of unused living, and it is, bar-none, the most thoughtfully designed layout in town. Loft 211 offers a sleek modern kitchen with stainless steel Bosch appliances, honed black granite counters and stylish Zebrawood finished cabinetry by J-Suss. The home has been further upgraded and adorned by a retractble glass door track system that allows the Office to quickly convert into a true guest bedroom. Offers custom-fitted walk-in closet, floor to ceiling storage cabinets, a washer/dyer closet conveniently located within the luxe bathroom, plus, a high efficiency industrial style HVAC forced air heating and cooling system. Architecturally restored and converted to condominiums in mid-2016, this early-1900's 5-story, 47-unit professionally-managed boutique building with century old original timbers features jaw-dropping curb appeal. When you walk into the building's private lobby, you'll not only be met by its handsome character, but you'll also be provided with the modern amenities of a welcoming lounge, package room and elevator. The common roof-deck offers skyline city-views and gas grill cooking for summer BBQs. There is a secure common bike room in the basement, plus private cage in basement. This former industrial district along Fort Point Channel is filled with historic lofts, many housing art studios, galleries and a museum. Just a footbridge away from the financial district and the Boston Harbor Walk, most of the buildings here are well over a hundred years old. And today, Fort Point has emerged as one of the most vibrant neighborhoods in all of Boston. You'll find all kinds of cafes, restaurants, breweries, and nightlife. The walkability in this neighborhood is second to none. And there are plenty of rental garage parking options at your fingertips, plus a brand new Trader Joe's market for all your home dining needs. Experience Loft living at its finest. We'd love to give you a tour around the neighborhood and show you the home!",,"$5,500 ",2,1,813
https://www.hotpads.com/31-33-walbridge-st-boston-ma-02134-238njww/a3/pad,"This first floor 1BR unit features an Eat-in-Kitchen with gas stove and generous cabinet space. Modern updated bathroom. Other features include hardwood floors, high ceilings and 2 closets. Rent includes heat, hot water, water and garbage. Laundry located in building. Street parking available. Unit will be available 8/1/23! Bus: 65 Washington St @ Bartlett St (0.42 mi) Tram: B Griggs Street (0.14 mi) Bus: 501 Cambridge St @ Barrows St (0.49 mi) Bus: 64 N Beacon St @ Cambridge St (0.51 mi) Bus: 66 Harvard St @ Verndale St (0.28 mi) Tram: C Washington Square (0.49 mi) Bus: 57 Brighton Ave @ Harvard Ave (0.45 mi)",,"$2,550 ",1,1,
https://www.hotpads.com/47-51-worthington-st-boston-ma-02120-238qh8z/47f/pad,Cozy studio apartment in Longwood. Close to Harvard Medical School. Available for move in on 9/1/2023. Hardwood flooring through out the apartment. Big windows for plenty of natural lighting. Laundry in the building. Heat and hot water included. Virtual tour is available. 1 months broker fee. Call now! Bus: 14 Centre St @ Gardner St (0.55 mi) Bus: 22 Tremont St @ Roxbury Crossing Station (0.43 mi) Tram: E Brigham Circle (0.07 mi) Bus: 39 Huntington Ave @ Wigglesworth St (0.06 mi) Subway: Orange Line Roxbury Crossing (0.41 mi) Bus: 28 Malcolm X Blvd @ Tremont St (0.49 mi) Bus: 66 Tremont St @ Saint Alphonsus St (0.14 mi) Bus: 65 Brookline Ave @ Deaconess Rd (0.39 mi) Bus: 47 Longwood Ave @ Blackfan St (0.22 mi) Bus: 19 Louis Prang St @ Evans Way (0.33 mi) Tram: D Longwood (0.63 mi),,"$2,250 ",Studio,1,329
https://www.hotpads.com/1802-1810-commonwealth-ave-brighton-ma-02135-239253u/29/pad,"1 BR Split Rear unit located in Brighton. Great location within minutes from public transportation with access to universities and Downtown Boston. This apartment features hardwood flooring, an eat in kitchen with dishwasher. Laundry located on site. Elevator in building. Parking available for rent. Low move in costs - 1/2 brokers fee, No security deposit. Heat and hot water included! Available 9/1/23! Inquire today! Tram: B Chiswick Road (0.05 mi) Bus: 86 Chestnut Hill Ave @ Commonwealth Ave (0.16 mi) Bus: 65 Winship St @ Union St (0.44 mi) Bus: 501 Winship St @ Union St (0.44 mi) Tram: C Cleveland Circle (0.27 mi) Tram: D Reservoir (0.35 mi)",,"$2,625 ",1,1,
https://www.hotpads.com/1254-commonwealth-ave-6-allston-ma-02134-stn7p5/pad,"* Broker fee applies * - Available 9/1 - Heat and hot water included - Cat friendly, dogs negotiable - Text/email if you have any questions. Thanks!",,"$2,300 ",1,1,
https://www.hotpads.com/250-w-5th-st-boston-ma-02127-skfx75/2/pad,"AVAILABLE NOW! 1 Bedroom plus office space. Beautiful unit with recently renovated kitchen. Access to coin-op laundry near by. No pets No Smoking. Move in Now before the Sept 1 rush. Due to overwhelming Southie Rental market, please email/text listing agent directly with specifics. Walkthrough video is available.",,"$2,500 ",1,1,99999
https://www.hotpads.com/217-k-st-boston-ma-02127-1j4r3n9/1/pad,"Available Sept 1st. Great 2 bed 1 bath apartment located on the East Side of South Boston on the corner of K St and East Broadway. This first floor, 800 sqft unit features hardwood floors, spacious bedrooms that can fit queens, eat-in kitchen, laundry in unit. Pets negotiable.",,"$2,800 ",2,1,800
https://www.hotpads.com/37-garden-st-boston-ma-02114-1n87fhk/3/pad,"*NEXT SHOWING WEDNESDAY, AUGUST 9TH 2023 FROM 5:30PM TO 6:30PM* Beautiful renovated Beacon Hill 2 bedroom, 1 bath apartment on a sunny second floor available 9/1/22 to rent! The apartment features a newer kitchen, and bathroom, living room with exposed bricks with hardwood floors running throughout. Come view this unit in an elegant professionally managed building. Steps away from Whole Foods, Mass General Hospital, Charles St T stop, and Suffolk University. Heat and Hot water included!",,"$3,000 ",2,1,650
https://www.hotpads.com/206-hurley-st-cambridge-ma-02141-usc8hz/1/pad,"Nestled on a quiet side-street in innovative East Cambridge, this front-to-back 2 bedroom condo features 2 full baths, 2 floors of living space, a private entrance, gleaming hardwood floors, and in-unit laundry. The kitchen features maple cabinets and a breakfast bar, and the lower level was finished in 2004 with a full 2nd bath - perfect as an office, den, or third bedroom suite! Walk to Kendall, Lechmere, MIT, or the Charles River in just 5 minutes. Fantastic opportunity for living in one of Cambridge's fastest-growing neighborhoods!",,"$3,700 ",2,2,964
https://www.hotpads.com/newton-ma-02458-1n5s8h3/b/pad,"Available September 1st. 1 Bedroom apartment available now. Ideal for one person. Included in the rent is heat, electricity, water/sewer and 1 off street parking space. Lower level unit consisting of 1 bedroom, 1 full bathroom, kitchen, living room and small office area. No outside space. No pets and no smoking. Washer and dryer in the unit. Kitchen includes stove and fridge. Short walk to Newton Corner for Bus and not far from train. No fee. First, last and security required. Complete Landlord Rental application and full credit report required. Please do not walk on the property without first contacting me. Thank you!",,"$1,695 ",1,1,500
https://www.hotpads.com/75-leyden-st-east-boston-ma-02128-1n9bhw4/4/pad,"9/1 Available! This lovely modern 3bed 2bath offers a huge open layout kitchen/living layout with oak flooring throughout, energy efficient central Heat/AC, Navien On Demand Hot Water (tankless), in-unit laundry Bosch premium kitchen including gas range w/ hood, French door refrigerator, granite countertops and shaker cabinets. Primary bedroom offers ensuite bath and city skyline view! Other features include touch pad entry and video intercom. Great Location proximity to Orient Heights Blue Line Station, as well as new shops restaurants, parks. Private parking for 1 car available. The pictures say it all. Even bigger and better in person! Text or email Christopher Ulich for showings",,"$3,595 ",3,2,1150
https://www.hotpads.com/183-e-st-south-boston-ma-02127-1t7eu0f/1/pad,,,"$5,000 ",4,2,
https://www.hotpads.com/21-hall-st-waltham-ma-02453-1j56v2k/1/pad,"NO BROKER FEE!! - Beautiful 3-Bedroom Townhouse in Waltham, MA Welcome to your new home at 21 Hall Street, Unit 1, Waltham, MA 02453. This spacious 3-bedroom, 2.5-bathroom townhouse offers 2208 sqft of modern living with a touch of luxury. Key Features Prime Location: Situated in a sought-after area, 5-minute walk to the commuter rail station. Easy access to I90 and I95 highways (within 10-minute drive). Just steps away from Moody Street, you'll find a vibrant hub full of restaurants, cafes, and grocery stores. Three Bedrooms: Each bedroom offers a large walk-in closets, providing abundant storage space. Two-Car Garage: With a rare two-car garage, you'll never worry about parking again and have ample space for storage. Kitchen: The well-equipped kitchen boasts modern appliances, includes refrigerator, dishwasher, microwave and Private Yard: Step outside to your own private yard, an oasis for relaxation or entertaining friends and family. Comfort All Year: Stay cozy in the winter with gas heat and cool during the summer with central AC. Pet: Pets are negotiable Availability: The property will be available after Aug 30th Lease Terms: a 1-year lease period and no broker fee. Managed: Owned and managed by the landlord",,"$4,500 ",3,2.5,2208
https://www.hotpads.com/1600-1650-commonwealth-ave-brighton-ma-02135-1pgnsxc/pad,"LANDLORD IS PAYING HALF MONTH BROKERS FEE! CLOSE TO Boston University Boston College Longwood Medical Area St. Elizabeth's Medical Center MBTA Station Washington St, Green line (B) AVAILABLE 9/30/2023 LOCATION Close to Chestnut Hill Reservoir Oak Square Packards Corner Lower Allston Supermarkets restaurants cafes bakeries banks gyms pharmacies APARTMENT FEATURES Heat and Hot Water are included in the rent Gut Renovated 2 Bedroom / 1 Bath Eat in kitchen Large windows Natural lights Hardwood Floor throughout Laundry is on site",,"$2,750 ",2,1,
https://www.hotpads.com/boston-ma-02127-tpht97/1/pad,"Unparalleled views of the water on one side and city on the other, this community is truly one of a kind. Steps to the beach and waterfront as well as a quick walk to Castle Island, this location offers peaceful respite from the hustle and bustle of the city. Walk two blocks in the other direction and you find yourself amongst some of the best restaurants and bars in Boston.*1 Month Broker Fee* **All showings require a minimum of 24 hr notice** Photos may not be of exact unit but are for illustration purposes.",,"$3,680 ",2,1,785
https://www.hotpads.com/126-chiswick-rd-brighton-ma-02135-skqc3s/pad,"Very large, modern 1 bed off Comm. Ave. in Brighton near Chestnut Hill Ave.. Located in a very well managed building. Very large unit with hardwood floors, heat and hot water included, a/c, elevator, d/d, great closet space, laundry in building, porch. Easy access to the B,C and D lines.",,"$2,600 ",1,1,
https://www.hotpads.com/61-joy-st-boston-ma-02114-skes24/1/pad,"MODERN 1 BEDROOM IN A PRIME LOCATION! Steps to Suffolk, MGH, and Emerson! Features: *modern kitchen *gleaming hardwood floors *sunny *breakfast bar *eat-in kitchen *modern bath This unit is walking distance to Charles MGH as well as the many stores and restaurants in one of the most sought after neighborhoods in the city! Beacon Hill is an optimal location being surrounded by the Back Bay, Downtown, West End, and the North End! Great location for working professionals!",,"$2,650 ",1,1,475
https://www.hotpads.com/744-dedham-st-newton-center-ma-02459-1j57bva/pad,"Rich in historical architecture and landmarks, Newton Center stands out for its New England charm and character. Vibrant and sought-after neighborhood is conveniently located just a few miles west of downtown Boston, providing easy access to all the cultural, entertainment, and professional opportunities the city has to offer. It boasts a variety of boutique shops, restaurants, cafes, and specialty stores. Beautiful Hartmann and Nahanton parks provide an idyllic setting for outdoor activities, picnics, jogging, and sports. Newton Center offers excellent healthcare facilities, fitness centers, and wellness studios. Newton Free Library has been recognized as one of the top ten libraries in the country. Highly rated public and private schools make it an attractive choice for families seeking quality education for their children.Contact us now to learn more and schedule a showing.",,"$4,950 ",3,2.5,1883
https://www.hotpads.com/32-roseclair-st-dorchester-ma-02125-t17h4y/2/pad,"Really good size 4 bed 1 bath walking distance to JFK UMASS, back deck, laundry in unit and flexible move date",,"$3,400 ",4,1,1400
https://www.hotpads.com/10-bolton-st-waltham-ma-02453-1tgv0jn/10/pad,"Available Now! Highly desirable & quiet southside top floor 2 bedroom apartment with two cars off-street parking available to rent ! Renovations include new flooring for a spacious deck off the kitchen, an updated tile bathroom, and freshly painted cabinets and walls. Washer and dryer hookups are available in the basement as well as storage in the assigned area. The kitchen includes a range, refrigerator, dishwasher, and microwave! Ask for our walkthrough video! First, Security and Half a month Fee due to move-in.",,"$2,200 ",2,1,650
https://www.hotpads.com/39-hancock-st-boston-ma-02114-sr8wh6/pad,"In the heart of prestigious Beacon Hill, this grand townhome built in 1880 is everything you wished for. Four bedrooms, three full bathrooms, and one-half bath with approximately 4,200 SF of living space. The main entertaining level on the first floor offers a grand living room with a marble fireplace that adjoins a formal dining room. The modern chef kitchen is equipped with stainless steel appliances and a large marble island. elegant primary bedroom with sitting area with marble bathroom. Magnificent wrapping staircase, high ceilings, ornate crown molding, laundry room with full-size washer & dryer. Abundant natural light with oversized windows, solid hardwood floors throughout the residence, blue stone patio with abundance of green landscape, one onsite parking spot. There is never enough storage room in the city, but such is not the case here, where there are closets galore. Enjoy all Beacon Hill has to offer, cafes, restaurants, shopping , Charles River, parks , proximity to Mass Pike , route, 93, 95 and 128. Pets are considered on A case by case basis. Excellent References and Excellent Credit required. Please contact Amy",,$13k,4,3.5,4200
https://www.hotpads.com/1460-commonwealth-ave-boston-ma-02135-skd9se/25/pad,"Large 1 BR/1 BA located in Brighton. Available 09/01/2023 Close to Downtown Boston, shopping centers, bus stops, and tram connections, making it ideal for students and commuters. This unit is pet-friendly and has hardwood floors. Rent includes Heat and Hot Water. Laundry is located in the basement (accessible by elevator). Management office in the building.",,"$2,300 ",1,1,9999
https://www.hotpads.com/16-glenville-ave-boston-ma-02134-sm2rnq/b7/pad,"Discover the comfort of 15 Glenville Ave., #B7, a modern 1-bedroom, 1-bathroom apartment nestled in the heart of Allston, Boston, MA 02134. Available for rent starting 09/01/2023, this meticulously designed unit offers 550 square feet of living space and includes features like a breakfast bar, dishwasher, and recessed lighting. The rent encompasses garbage, heat, hot water, and water, providing a worry-free living experience. Cats are welcome with a $50/month pet rent. Parking is available for rent with an outdoor spot for $195 per month. Set within an apartment complex, this unit offers ease of living with card-based laundry in the basement and a digital intercom system. This property is conveniently located one block from the bustling intersection of Harvard Ave. and Commonwealth Ave., offering easy access to public transportation via the ""B"" Green Line to Boston University and downtown Boston, as well as Bus 66 to the Longwood Medical Area and Cambridge. Enjoy the vibrant neighborhood with a Walk Score of 94 and nearby restaurants, shops, and nightlife. Move-in costs include the first month's rent, last month's rent, and a security deposit of $2,495, with no application fee, move-in fee, or pet deposit. A key deposit of $100 and a broker fee of $2,495 apply. Enjoy excellent transportation options including the Tram B Harvard Avenue (0.07 mi) and the Bus 66 Harvard Ave @ Commonwealth Ave (0.06 mi). Secure this fantastic Allston apartment and experience convenient city living with modern amenities and excellent connectivity! **REACH OUT FOR VIRTUAL TOUR**",,"$2,495 ",1,1,550
https://www.hotpads.com/19-riverside-st-watertown-ma-02472-1zfu2uj/4/pad,,,"$2,400 ",1,1,550
https://www.hotpads.com/11-unity-st-boston-ma-02113-skhdfw/3r/pad,Available SEPTMEBER 1st (9/1/23) North End One Bedroom Apartment Hardwood Floors Throughout Open Concept Living Room/ Kitchen Stainless Steel Appliances in Kitchen (Cabinets to be repainted Brighter Color) Granite Counters and New Sink to be Installed Stainless Steel Vent above the Stove-top Queen Sized Bedroom Fits Desk & Dresser Common Laundry in Building Private Storage Locker Upfront Cost: (Broker/First/Security),,"$2,400 ",1,1,
https://www.hotpads.com/9-farrington-ave-allston-ma-02134-smf1ga/5/pad,"Massive, newly renovated 5 bedroom duplex apartment featuring two full bathrooms with a large screened in porch. Tremendous outdoor space extremely hard to come by in Boston.",,"$6,000 ",5,2,
https://www.hotpads.com/60-thomas-park-south-boston-ma-02127-1j4r7qj/1/pad,,,"$3,600 ",Studio,1,530
https://www.hotpads.com/240-babcock-st-brookline-ma-02446-tgrq4k/2h/pad,"MUST SEE/NO FEE! Available 8/1 (flexible). Heat and hot water included. Pet-friendly (for additional fee). Granite countertops, and stainless steel appliances. Eat-in kitchen. Open layout, hardwood floors, great light, updated bathroom. Spacious and clean. In-unit AC. Elevator and laundry on-premises. Contact Dan! Thank you!",,"$3,600 ",2,1,800
https://www.hotpads.com/medford-ma-02155-uuryjs/1/pad,New West Medford Listing .... Harvard Avenue at Jerome Street Please read requirements and Call GMRE to schedule showings please. 24-48 Hr Notice Needed - Applications for August Dates & September 1st Only. One Year Lease minimum. Credit & Salary Requirements(see below) Four Room/One Bedroom plus Bonus Sun-room/Office. Very Large Rooms - High Ceilings Modern Kitchen with Island - Electric Stove/ SS Fridge - Plenty of Cabinets!! Super Spacious Bathroom with Tub - Two Rooms Bonus Room - Sun-room/Office. Gas Heat - Utilities Separate/ - Electric Stove No Pets - No Smoking - Super Clean Tenant Wanted!! Senior Owner Occupied Home - Cleanliness is next to Godliness. Good Neighbors Wanted - Super Clean Home - Respectful Tenant Wanted !! Lessor reserves the Right to review Multiple Applications for review. GMRE Agency Disclosure - One Month Realtor Fee Applies. Excellent Credit Needed - Fico at/above 700+ Salary Requirements of 90k plus Total Move is $7800.00 - First Month/Security Deposit & Realtor Fee Applies Short Walk to West Medford Commuter Rail & Bus to Tufts/Green Line in minutes William 78one 45four fivetwo89,,"$2,600 ",1,1,1100
https://www.hotpads.com/246-north-st-boston-ma-02113-1j4n5tx/4/pad,"Great 2 Bed/1 bath unit right near Waterfront & easy access to Financial district & transportation. Good sized Livingroom. Wood flooring in livingroom & bedrooms. Kitchen opens to living room with plenty of cabinets. Great light throughout unit. High ceilings. Ceiling fan in living room. Equal sized bedrooms with good closet space in each.Laundromat next door, no laundry in the building. Unbeatable location!! JUST Text FOR APPT!!",,"$2,800 ",2,1,650
https://www.hotpads.com/brighton-ma-02135-skjsmd/pad,"Semi-furnished 3 bedrooms, 2 modern marble baths in a shared situation in a house on a quiet street in Oak Square in Brighton. AVAIL 9-1 Hardwood floors Huge windows Modern kitchen W/d in the unit baby grand piano Internet Wraparound large Victorian porch Off street parking Walk to corner for fabulous restaurants Juice bars Coffee Tai Tacos Starbucks Includes electric Gas Water Heat is extra Semi furnished September 1 This will be shared 3-4 days every month with the Landlord and 2 others* SHARED SITUATION",,"$3,500 ",3,2,
https://www.hotpads.com/boston-ma-02114-skem5m/5/pad,Call or text Mark at East Coast Realty for more info and to schedule a showing today.,,"$2,100 ",Studio,1,
https://www.hotpads.com/20-chandler-st-watertown-ma-02472-1j588xa/pad,"Beautifully renovated 3 bedroom, 2 bath 2nd floor unit located 2 blocks from Waverley Station! All refinished hardwood flooring in living areas and bedrooms and new tile flooring in baths and kitchen. This unit offers all new kitchen with stainless steel appliances, quartz countertops, tile flooring, eating area and bar top eating. Enjoy the living room with closet and dining room with hardwood floors. King size primary bedroom with closet and primary updated tiled bath. plus two additional bedrooms with closets and a hall bath. New windows, new recessed lighting throughout, new covered decks, freshly painted interior! Washer /dryer units in basement with lots of extra storage available. Enjoy pulling into the one car garage space with an additional parking space for the unit. easy access to shopping, bus line and on the Belmont line! Be the first to occupy this updated unit!",,"$4,200 ",3,2,1408
https://www.hotpads.com/260-beacon-st-somerville-ma-02143-ssn7c4/a/pad,"Discover the Perfect Retreat on Beacon St! Welcome to this spacious and inviting 2-bedroom apartment, offering a perfect blend of comfort and convenience in a sought-after location. Situated on Beacon St, you'll enjoy easy access to all the area offers, including being just a stone's throw away from the vibrant Porter Square. An Eat-In Kitchen to Delight Prepare delicious meals and share memorable moments in the charming eat-in kitchen, where culinary creativity is at its finest. Abundant Natural Light Bask in the abundance of natural light that fills this apartment, creating an inviting and warm ambiance that will make you feel right at home. Pet Friendly, pit bull is not allowed, dogs more than 70 lb are not allowed, Rent is additional $75 per month per dog",,"$4,600 ",4,2,1700
https://www.hotpads.com/18-ashland-st-somerville-ma-02144-1j4vuyb/1r/pad,"This place is in a lovely house just seconds from the T in Porter Square. Great layout with 2 bedrooms, living room and formal dining room. Recently renovated eat-in kitchen with dishwasher,disposal, granite countertops and stainless steel appliances. Hardwood floors throughout. 1 garage parking spot is included! (Reference #179206)",,"$3,400 ",2,1,950
https://www.hotpads.com/100-station-lndg-medford-ma-02155-tpsp8q/1006/pad,"Spectacular one bed, one bath home with private balcony and breathtaking city & river views. Spacious sun-drenched, open concept living space that includes gleaming wood floors and elevated ceilings. The kitchen is appointed with cherry cabinets, stainless steel appliances, granite counter's, a breakfast bar, and pendant lighting. The over sized bedroom with walk-in closet provides multiple furniture design options. Building amenities include full-service concierge, great room, and fitness center. Located in the highly desirable Station Landing community and adjacent to Assembly Row for shopping and some of areas finest restaurants. Perfect commuter location with easy access to the Wellington T Station, and I-93. Unit is complete with a garage parking space.",,"$2,800 ",1,1,744
https://www.hotpads.com/3-arlington-st-boston-ma-02116-skh140/5/pad,"Penthouse on the Park. One of a kind penthouse level 1 bed/1 bath unit located directly across from the Boston Public Garden. Be ""wowed"" by this units cathedral ceiling with ornamental chandelier. The grand ceilings invite you into the living room where there is a decorative fireplace, closet with built in desk, and a staircase that leads up to a bonus sleeping loft. Adjacent to the living room is a galley kitchen, with stackable washer and dryer, dishwasher, microwave, and stove/wall oven and subzero refrigerator. The bathroom has marble through out and is tastefully finished to match the elegance of the unit. A large bedroom is located steps from the bathroom and features a closet with built in storage compartments. Perfectly located near Boston Public Garden, Comm. Ave Mall. Steps to the esplanade, Charles st, Newbury st and the green line. Close to nearby hospitals such as MGH.",,"$3,300 ",1,1,620
https://www.hotpads.com/15-story-st-cambridge-ma-02138-ttvhtu/8/pad,Here is a charming 2 bedroom apartment right in the middle of Harvard Square. Apartment has been totally gut renovated! This is one of the best locations in Cambridge. The unit itself includes heat and hot water in the rent. Hardwood floors throughout. Coin-op laundry in the basement. Pets are negotiable. (Reference #177396),,"$4,100 ",2,1,
https://www.hotpads.com/34-f-st-south-boston-ma-02127-upx3v0/4/pad,"Spacious and Sunny One Bedroom Condo for Rent. The unit offers a renovated kitchen with granite counters, maple cabinets, and Stainless Steel appliances with Garbage disposal and Dishwasher. Hardwood floors throughout the living area including in-unit Bosch washer/dryer and an oversized full bath. Additional private storage is located in the basement along with a landscaped common patio area. For showings & further questions contact Samantha at Metro Realty Corp today!",,"$2,700 ",1,1,
https://www.hotpads.com/246-beacon-st-boston-ma-02116-skf58s/4a/pad,"Spacious 1 bedroom 1 bathroom apartment on the Charles River side of Beacon Street. Enjoy this sun-filled home with an open layout and updated kitchen and bathroom. Unit features include hardwood floors throughout, a decorative fireplace, and tons of storage & built-ins. Building features include an elevator and coin-op laundry in the basement. The unit comes with an additional storage closet in the basement. Close to Charles River, the Esplanade, the green 'T' Line, Copley Square, easy access to I90, and all the wonderful shops and restaurants Back Bay has to offer.",,"$3,500 ",1,1,726
https://www.hotpads.com/69-louise-rd-chestnut-hill-ma-02467-w3umf4/pad,"Bright and spacious 3-bed, 2 bath, 1,650 sf lower unit in 2-family. Tucked away on quiet dead-end road backing on to pond, but close to transportation and major routes. Local schools are Bowen (ES), Oak Hill (MS), and Newton South (HS). Walk to Wegmans, Bloomingdale's, Chestnut Hill Mall, The Square, The Street, Lifetime, Starbucks etc. Chestnut Hill MBTA Green Line station is 1.2 miles away.",,"$5,000 ",3,2,1650
https://www.hotpads.com/19-albemarle-st-boston-ma-02115-skg76p/2/pad,"Great 1 bed located in Back Bay! This apartment offers lots of convenience and easy to get to Longwood, Northeastern, Wentworth, MCPHS, Mass Art, BMC, MGH and many other colleges & destinations in the city. Enjoy having countless options for food, coffee, shopping, groceries, nightlife, and convenience in walking distance, with plenty of public transportation options as well. * Hardwood floors/ Carpet bedroom * Renovated kitchen with dishwasher * Laundry in unit * Renovated bathroom This well-lit apartment offers a comfortable layout and great storage. There are hardwood floors throughout, updated kitchen, updated bath and Laundry is also in the Unit.",,"$3,000 ",1,1,500
https://www.hotpads.com/296-arlington-st-watertown-ma-02472-1j58asd/1/pad,"For more information or to schedule a showing, reach out now!",,"$4,100 ",3,2.5,1800
https://www.hotpads.com/18-curtis-ave-somerville-ma-02144-1j4vuyr/1/pad,,,"$4,800 ",4,1.5,9999
https://www.hotpads.com/320-main-st-medford-ma-02155-1j4xyj8/2/pad,"GREEN LINE & TUFTS U in 9 min walk. View our 3D tour at RentCosmopolitan . c o m STUNNING RENOVATION, Sunny and Spacious- steps from the Green Line, Tufts U and conveniences! There are 7 rooms, 3 good size bedrooms- plus a home office/den; Enclosed rear porch SPLIT AC will keep you cool! NEW FULLY APPLIANCED GRANITE KITCHEN NEW TILE BATHROOM Parking is on the street. Outdoor yard space. laundry in basement for your use First and 1 month Security Tenant pays 1/2 month broker fee Tenant will have good credit, good references, a gross household income in excess of 3x rent ($136,800+/yr) Co-signer ok for Grad Students No pets- No smoking COSMOPOLITAN TEAM Realty ONE Group Cosmopolitan 23 Salem Street Medford, MA 02155",,"$3,750 ",3,1,1500
https://www.hotpads.com/119-buttonwood-st-boston-ma-02125-1j4qmt9/3/pad,"- 3 Bedrooms, 1 Bathrooms on Buttonwood St. - Convenient to South Bay Plaza, South Boston, UMass, Star Market, JFK/Umass T stop on the Red line, 93, Carson Beach, bars, restaurants, and more! - Beautifully renovated kitchen with white granite countertops and stainless steel appliances - Hardwood flooring throughout - Laundry in unit - Outdoor space - Video security camera",,"$2,700 ",3,1,9999
https://www.hotpads.com/51-chelsea-st-boston-ma-02129-1q43283/2a/pad,,,"$2,750 ",2,1,642
https://www.hotpads.com/27-wareham-st-boston-ma-02118-1j4p7p5/204/pad,"Modern, sleek and stunning 2 bedroom 2bath South End SOWA loft at ""The 27"". 1,177 Sq ft all on one expansive level. With One PARKING! Pet Friendly! Elevator! Common Roofdeck! Avail Sup 1. Open Living/Dining/Kitchen with countertops, Gas Cooking. Space and roominess abound. Huge windows in all rooms, Tall 12' ceilings. King-Sized Master with hardwood floors and 2 closets. The two bathrooms both boast a large glass shower door, tiled shower surround and one sink. Central air conditioning, in unit laundry, elevator building. There is also a well appointed common roof deck, with couches and a gas grill. CAC/Heat included. In unit laundry. Great restaurants within a few blocks - Atlantico, Area Four, Boston Chops, Oishii, Myers+Chang. Short walk to SOWA Market, and Whole Foods. No Smoking. Showings BY APPOINTMENT w/ 24 hr notice.",,"$4,700 ",2,2,1177
https://www.hotpads.com/628-e-8th-st-south-boston-ma-02127-skgwnp/1/pad,"Sunny east-side 2BR available SEPTEMBER 1st. Eat in kitchen w/stainless steel and granite, hardwoods throughout, central air. Private laundry and storage in the basement, and large exclusive back yard. Only one other unit in the building. Ideal location, steps to 7, 9, 11 buses, shopping, restaurants & beach! Pets to be considered. Tenant to pay fee of one month. First & security due at lease signing. Tenant at will lease to be put in place with 60 day notice. Photos from previous tenants.",,"$3,100 ",2,1,800
