URL,Beds,Baths,Description,fee?
https://www.hotpads.com/96-sutherland-rd-brighton-ma-02135-skmjca/15/pad,2,1,"welcome to 96 sutherland road in brighton! this beautiful 2 bedroom apartment features an open concept living and dining area with a nice sized balcony. two spacious bedrooms with large closets. the kitchen comes with stainless steel appliances along with plenty of cabinet space. the rent includes heat and hot water for free. laundry is located in the basement of the building. located .25 miles away from the green line and short walk to cleveland circle. enjoy the many restaurants the convenience of food shopping all in a close radius. parking available for rent behind the building for $175 per month no undergrads allowed. move in costs are: first month rent, security deposit and broker fee equivalent to one months rent. for more information or to schedule an appointment for a showing, please contact mb realty group today!",yes
https://www.hotpads.com/35-westgate-rd-chestnut-hill-ma-02467-1j57z72/6/pad,2,1,"welcome to chestnut village, this bright and sunny top level unit is steps from the brookline and newton lines. this condo has two good size bedrooms with ample closet space, private balcony, new floors, and updated kitchen with a considerable amount of cabinet space. plenty of amenities included in your rent, such as, heat and hot water, two dedicated parking spaces, tennis courts, pool and in building laundry. this great location offers quick access to boston college, wegman's, the street, and the mall @ chestnut hill, including many great restaurant options. close to public transportation, including green line station 1.8 miles away. tenants to pay first, security, and 1/2 month's broker fee.",yes
https://www.hotpads.com/311-boston-ave-medford-ma-02155-1j4xyc8/pad,2,1,"west somerville / tufts university area, 2 bedroom, 1 bathroom apartment. the eat-in kitchen features a dishwasher and electric range. key points include a ceiling fan, a dining room, hardwood floors, a living room, a modern bath, storage space and a yard. this apartment has a broker fee. presented by maven realty. reference number: med-11218 (rlne8194474)",yes
https://www.hotpads.com/311-boston-ave-medford-ma-02155-1j4xyc8/pad,2,1,"west somerville / tufts university area, 2 bedroom, 1 bathroom apartment. the eat-in kitchen features a dishwasher and electric range. notable features include a ceiling fan, a dining room, hardwood floors, a living room, a modern bath, storage space and a yard. this apartment has a broker fee. presented by maven realty. reference number: med-11218 (rlne8194474)",yes
https://www.hotpads.com/1135-beacon-st-brookline-ma-02446-skf3jf/55/pad,2,2,"1/2 brokerage fee! enormous, beautiful two-bed, two-bath condo-quality unit in a brookline elevator building right on beacon street! new gleaming hardwood floors throughout the apartment; spacious living room & dining area with an attached balcony; in-unit laundry; spacious master bedroom with walk-in closet and attached bath; ample closet storage; updated kitchen with passthrough looking into the living space. on-site concierge & garage parking available. do not miss this one!",yes
https://www.hotpads.com/1634-commonwealth-ave-brighton-ma-02135-skfubh/6/pad,2,1,"1/2 fee for september! - this is a beautiful 2 bedroom apartment with 2 big spacious bedrooms and a large well lit living room. the apartment features a balcony with a view. all floors are hardwood. this apartment is a steal in terms of rent and location -- it's very close to the t and coffee shops, whole foods, and restaurants in the area. cats ok! heat and hot water included! steps to the washington street t stop in brighton or quick walk to whole foods and brighton center. pick up the 65, 66, and 86 bus to get north into cambridge. walk to the c line train in 10 minutes to washington square in brookline. to view this apartment ,call dave",yes
https://www.hotpads.com/56-birmingham-pkwy-brighton-ma-02135-239jzfw/603g/pad,2,2,"available 09/01/2023 no brokerage fee needed! brighton's new paradigm for condo living. situated in the city's booming western corridor in close proximity to boston landing, arsenal yards, & harvard's enterprise research campus, 50 leo is fully amenitized inside & out. overlooking a park and boasting gorgeous river and/or skyline views, the scenic beauty is matched only by the luxurious interior of this landmark project. the units are impeccably designed with hardwood flooring, gourmet kitchens with custom cabinetry, quartz counters & paneled appliances. the spa-like baths have marble tile, brass brizo fixtures & designer lighting. building amenities include: wifi co-working, private work pods, high-end fitness room, elegant resident lounge connecting to the common roof deck with sweeping views, pet wash, dog run & package room w/ refrigerated grocery storage. garage parking is the automated puzzle system. please email ben with any questions or to schedule a viewing of the property! benc @ benjaminapartments . com (no spaces) ben carroll of benjamin apartments & cityside homes real estate professional search boston's largest selection of apartments at benjaminapartments . com transportation bus: 91 washington st @ merriam st (0.13 mi) bus: 85 webster ave @ prospect st (0.21 mi) bus: 69 cambridge st @ windsor st (0.35 mi) bus: 83 hampshire st @ cambridge st (0.54 mi) bus: 87 somerville ave @ merriam st (0.04 mi) tram: d union square (0.13 mi) bus: 86 washington st @ webster ave (0.30 mi) tram: e east somerville (0.28 mi) bus: 88 medford st @ washington st (0.21 mi) bus: 90 mcgrath hwy @ alston st (0.26 mi) **benjamin apartments has access to one of the largest rental databases in the greater boston area. even if this particular unit is not exactly what you are looking for in a rental unit, please reach out via email with what type of unit you are looking for, and we can share what else is currently available in the area benc @ benjaminapartments . com (no spaces)",yes
https://www.hotpads.com/4-upland-rd-winthrop-ma-02152-skfuee/1/pad,2,1,"beautiful 2 bedroom apartment in desirable neighborhood with gorgeous ocean views! lovely woodwork, large kitchen with granite countertops, porcelain tile , huge living room/dining area, office , hardwood floors, great closet space, laundry hookups in unit, back deck, off st parking for one car . sorry no pets, no smoking. 1st, security, 1/2 fee",yes
https://www.hotpads.com/52-beacon-park-watertown-ma-02472-1j58dw5/pad,2,1,"contact edge for more information on this listing and hundreds of others! see why more people are choosing the highest and most-reviewed real estate firm in massachusetts. brokerage fee applies. edge realty advisors is not liable for any errors, omissions, or changes to terms and conditions of this rental.",yes
https://www.hotpads.com/61-63-surrey-st-brighton-ma-02135-1phrsmf/b/pad,2,1,"contact edge for more information on this listing and hundreds of others! see why more people are choosing the highest and most-reviewed real estate firm in massachusetts. brokerage fee applies. edge realty advisors is not liable for any errors, omissions, or changes to terms and conditions of this rental.",yes
https://www.hotpads.com/11-linley-ter-boston-ma-02127-1j4r0nr/pad,2,1,"linley terrace, south boston. charming east-side 2 bedroom condo on dead-end street, just behind east broadway and steps from shops, restaurants, bars, and public transportation! private entry and open, interior carpeted stairs lead to this 2nd-floor stunner. 1 of 2 units in the building. hardwood floors, stainless steal appliances (including brand-new dishwasher), eat-in kitchen, french doors to gorgeous private deck, exposed brick walls, and large living room make this apartment a gem of the east-side. private w/d and private storage room in basement. no brokerage fee! move in date negotiable september 1st - 15th.",yes
https://www.hotpads.com/320-middlesex-ave-medford-ma-02155-1j4xyja/a102/pad-for-sublet,2,2,"looking for one roommate to share a 2bd/2bth luxury condo in medford from august 1st 2023 on an ongoing lease. my previous roommate is leaving. the rent of the second room is $1850. one off-street parking space is included in the rent. there is a deposit of $1850 and brokerage fees of $713. utilities: gas, electricity and internet, estimated to be 175$/month per person on average. the apartment is 1450 sq ft. both bedrooms are big (200+ sqft) an equal sized. the kitchen features stainless steel ge appliances and quartz counter tops. outdoors, you will find a swimming pool and grilling area, a playground, a dog park, and a combination pickleball, volleyball, basketball court. in addition to all of this, you have a a gym, and a club room with pingpong and shuffle board, a movie theater, a work bar, and a room you can rent for parties",yes
https://www.hotpads.com/37-jay-st-cambridge-ma-02139-skp0bd/c/pad,2,2,"moving dater are being negotiated, it might be november 1. excellent location near hbs, central and harvard squares, whole foods, trader joe's and the charles river and the mass pike. storrow drive. spacious open plan living room/dining area, modern kitchen with new stainless steel appliances (1 year old), granite countertops, deck, gas fireplace. two bedrooms, 2 baths, hardwood floors, w/d in unit and one off street parking and on street parking with permit. tenant responsible for all utilities (gas, electricity and cable/internet). prospective tenant to pay brokerage fee equivalent to one month's rent.",yes
https://www.hotpads.com/67-story-st-boston-ma-02127-1spwww6/pad,2,1,"newly renovated east side 2 bedroom/1 bathroom south boston apartment just blocks to beach and public transportation. unit features newly finished wide pine floors, spacious living room, queen size bedrooms, updated eat-in kitchen with new cabinets, granite countertops, and appliances. walk-in pantry/storage, new kitchen floors, and small back patio area for summertime grilling round out this units appeal. great east side location close to beach, bus lines, seaport district, thomas park, and all the hottest broadway shops, bars and restaurants. pets negotiable. available september 1st, tenant to pay one month brokerage fee.",yes
https://www.hotpads.com/55-w-5th-st-boston-ma-02127-1wzjc55/608/pad,2,2,"south boston place - a 2022 new construction luxury rental building providing tenants a premier resident experience. this 2 bedroom/2 bathroom is equipt with beautiful hardwood floors throughout, modern kitchen with quartz countertops, stainless steel appliances, grey shaker cabinets and subway tile backsplash, in unit laundry, energy efficient central air/heat, two (2) marble bathrooms with glass shower door, led recessed lighting and private balcony. garage parking available for rent - $300/month for single spots, $500/month for tandem (2 cars) spots. building amenities include access to a 2500 square foot furnished roof top terrace with breathtaking city views, secure lobby with mail/package delivery area, bike storage and trash/recycling room. pet friendly. premier south boston location just blocks to broadway t station, seaport district, south end, parks/beaches and all of southie's hottest new shops bars and restaurants. available september 1st, tenant to pay one month brokerage fee.",yes
https://www.hotpads.com/58-franklin-st-allston-ma-02134-1j4t5v2/3/pad,2,1,"this cozy furnished 2-bedroom apartment is located in the heart of allston. the kitchen boasts all stainless steel appliances including a gas range, dishwasher, refrigerator, and granite countertopped breakfast bar. the generous bedrooms share the beautiful full bathroom with awesome sunlit skylights. central heating and ac, hardwood floors throughout, and a private entrance complete the package. this model of modern urban living won't remain available for long! easy access to metro t-stations harvard avenue (green line). surrounded by bus routes 57, 64, 66, 70, 86, & 501. close by countless restaurants, cafes, coffee shops, and retail establishments. available 9/1! water, sewer, and trash are included! tenant responsible for electricity, gas, and cable/internet. move-in costs include the first month's rent, security deposit, and brokerage fee (each equaling one month's rent). there is no application fee. lead status unknown. applications are prioritized and processed by move-in date, then by order received. no pets please! (for an additional fee)! (9580732) amenities: hardwood floors, condo quality, granite kitchen counters, refrigerator, eat-in kitchen, stove / oven, breakfast bar, stainless steel appliances, microwave, dishwasher, central heat, central air conditioning, no laundry available, cable ready, furnished, street parking, 90+ walkscore, small building, owner occupied building, no pets, no smoking, no cats, no dogs, snow removal included, tenant pays gas and electric, trash removal included, lawn care included, water included, living room",yes
https://www.hotpads.com/56-clark-st-malden-ma-02148-uu51d5/3/pad,2,1,"this great 2-bedroom, 1-bath home features generous bedrooms, stainless steel appliances, in-unit laundry, off-street parking, and a huge yard that the owner maintains. all this in a quiet neighborhood close to malden center and all of its shops, restaurants, and transportation. hurry! this one won't last long. just a block away from bus routes 106, 108, 411, and 430. down the street from malden center, full of restaurants, shops, cafes, and entertainment opportunities! expected to be available 09/06/2023! move-in costs include first month's rent, security deposit, and brokerage fee. water, sewer, trash, lawn care, and snow removal are included! tenant pays gas, electricity, and cable/internet. no pets, please. lead status unknown. section 8 welcome to apply! each adult resident must submit an application. applications are prioritized and processed by move-in date, then by order received. (9580732) amenities: parking, laundry",yes
https://www.hotpads.com/293-sumner-st-boston-ma-02128-1j4red6/3/pad,2,1,"2 bed available now in jeffries point! large two bedroom with lots of natural light available now. located in jeffries point. hardwood floors throughout unit. eat-in kitchen with gas stove and dishwasher. no utilities included. street permit parking. no pets. no laundry on site. requirements: first, security and realtor fee g.p. apartment rentals, llc 133 main street, everett ma",yes
https://www.hotpads.com/22-26-brookside-ave-jamaica-plain-ma-02130-1qexrqn/pad,2,1,"available for october 1st! property features: - open concept! - exposed brick! - bonus room! - private porch! - additional storage! - 1 off street parking spot and 1 garage parking spot! don't miss out on this adorable 2 bed, 1 bath apartment located on the 3rd floor of a professionally managed building in jamaica plain! the living room and kitchen are open concept, paired with high ceilings, and large windows; this combination creates an airy, open feel! the front room is larger than the back room, and is attached to the bonus room, which can be used as an at home office, walk-in closet, etc! the back bedroom is good size, with great closet space. the bathroom is well kept and has a beautiful exposed brick wall. it has a linen closet inside and right outside the door. off the back of the unit you will find your own private porch, perfect for enjoying during the summer months! tenant is responsible for utilities (gas, electric, cable/wifi). 1 off street parking spot and 1 garage parking spot included in rent! coin operated laundry in basement and additional storage. first month's rent ($2,895), security deposit ($2,895), and realtor fee ($2,895) due at lease signing. lease through 7/31/24. good credit required.",yes
https://www.hotpads.com/22-brookside-ave-jamaica-plain-ma-02130-usg12b/3/pad,2,1,"available for october 1st! property features: - open concept! - exposed brick! - bonus room! - private porch! - additional storage! - 1 off street parking spot and 1 garage parking spot! don't miss out on this adorable 2 bed, 1 bath apartment located on the 3rd floor of a professionally managed building in jamaica plain! the living room and kitchen are open concept, paired with high ceilings, and large windows; this combination creates an airy, open feel! the front room is larger than the back room, and is attached to the bonus room, which can be used as an at home office, walk-in closet, etc! the back bedroom is good size, with great closet space. the bathroom is well kept and has a beautiful exposed brick wall. it has a linen closet inside and right outside the door. off the back of the unit you will find your own private porch, perfect for enjoying during the summer months! tenant is responsible for utilities (gas, electric, cable/wifi). 1 off street parking spot and 1 garage parking spot included in rent! coin operated laundry in basement and additional storage. first month's rent ($2,895), security deposit ($2,895), and realtor fee ($2,895) due at lease signing. lease through 7/31/24. good credit required. great jamaica plain location near the orange line t (green street and stonybrook t stops), and about a 15 minute walk to the #39 bus stop out on centre street. the brewery complex is a block away and features mike's neighborhood gym, ula cafe, and more! the southwest corridor parks nearby offer green space to lay in the sun or play a game of tennis, frisbee, or basketball. the original city feed market is a 5 minute walk for those last minute groceries or a quick breakfast pastry and coffee.",yes
https://www.hotpads.com/9-mckone-st-dorchester-ma-02122-snud8f/3/pad,2,1,"beautiful 2.5 bedroom 3rd floor unit in highly sought after neponset location near adams village. kitchen has plenty of counter top space, stainless steel appliances (stove/refrigerator/microwave/dishwasher), and in unit landry hook-up. tiled bath with modern vanity. 2 large bedrooms plus a bonus room, which would be great for an office! hardwood floors throughout. private front and rear decks. only yards away from playground. close proximity to transit, highway access, area shops and much more, a must see!! first, last and realtor's fee of one months rent is due from tenant upon lease signing.",yes
https://www.hotpads.com/29-page-st-revere-ma-02151-t021s1/pad,2,1,"large, 1100 square foot, updated, 2 bedroom 1 bathroom available in revere with full basement. available now! spacious and charming 2 bedroom with granite and tiled modern kitchen equipped with a bar, gas stove and dishwasher, formal dining room, extra-large sunny living room, plenty of closet space, full basement, and in unit full sized washer and dryer. access to backyard space and porch. hardwood flooring and tile throughout. great location on a quiet one-way street in revere. close to major highways, major bus routes, the beach, and only 6 minutes to boston. to rent: first month's rent, security deposit, and realtor's fee. must have good credit. notes: no smoking. one cat or one small dog under 12lbs accepted",yes
https://www.hotpads.com/14-michael-rd-revere-ma-02151-skupwq/pad,2,1,"price reduction! utilities included! west revere 2 bedroom 1 bathroom main house unit available in august 2023! rent includes heat, hot water, gas, and electric! no need to worry about utilities! landscaping is also included. spacious 2 bedroom with large eat-in kitchen, formal dining room, extra large sunny living room with bay windows, private back porch, plenty of closet space, and in unit washer and dryer hookups to support full sized washer and dryer. access to shared fenced-in backyard space. kitchen equipped with dishwasher and gas stove. amazing location in a quiet neighborhood, close to route 1 south, close to the beach, near major bus routes, and only 6.3 miles to boston. this unit also comes with 2 (off street) parking spots located in the driveway tandem style. to rent: first month's rent, security deposit, and realtor's fee. must have good credit. notes: no smoking. no pets.",yes
https://www.hotpads.com/16-lynde-st-malden-ma-02148-1j4w950/1/pad,2,1,"renovated 2 bedroom with laundry and parking! gorgeous renovated two bedroom unit available now! gleaming hardwood floors throughout apartment. lots of natural light. eat-in kitchen with large island and gas stove. spacious bedrooms with closets. large living room. 2 car off-street parking. washer/dryer provided in unit. no pets. no utilities included. requirements: first, security and realtor fee g.p. apartment rentals, llc 133 main street, everett ma",yes
https://www.hotpads.com/39-parlin-st-everett-ma-02149-sr7a6j/407/pad,2,2,"sunny and spacious 2 bedroom/2 bath apartment available to rent in the desirable parlin street condominiums. open concept with hardwood floors throughout. newly renovated kitchen and updated bathrooms. enjoy your private balcony and the convenience of an in-unit washer and dryer. a commuter's dream with easy access to boston, rt. 93, rt. 16 and buses to wellington, malden and sullivan stations. minutes to encore casino and many shopping centers, including gateway center and assembly row. rent includes one assigned parking space. no pets or smoking. good credit and background check required at tenant's expense, as well as renter's insurance. deposits include first, security and realtor fee.",yes
https://www.hotpads.com/154-webster-st-boston-ma-02128-skmxm4/1/pad,2,1,"welcome to this beautiful first floor apartment located on jeffries point's most sought after street! this home is larger than most comparables in the area featuring real oak wood flooring and ceiling fans throughout in an open floor plan, full kitchen with stainless steel appliances including a range microwave and dishwasher, granite counters, large sink, a large primary bedroom (fits king bed) with 2 large closets, a smaller secondary bedroom (fits full or queen bed) with a closet and private laundry in the basement, it's in a clean and quiet home with other professionals who enjoy their peace. please note the following: -this is not a corporate rental, we take pride in the property. we expect you keep a clean home and abide by all lease terms; -we screen credit with high standards and check references; -we love pets but prefer they live elsewhere; -landlord pays hot water, tenant pays all other utilities; -please note the primary bedroom is significantly larger than the second bedroom: please consider this in roommate situations and work it out prior to reaching out for more information. -this is a direct from owner rental which means you don't pay a realtor fee- but it also means serious inquiries only please. please be as detailed and thorough as possible in your requests for additional information to minimize back/forth messaging. faq: -the move in date is somewhat flexible but not by months; -first + last month rent required up front, security deposit can be negotiated in installments in some situations- no other fees; -no smoking; -no pets without prior approval; -unfortunately i don't currently have any other apartments coming available on any other dates or in any other sizes; -sorry, there's no exception for credit screening; -we do qualify for residential discounted tunnel access; -you can keep your laundry detergents etc in the basement but there is no additional storage available anywhere in the house, basement, yard or hallways; -i don't currently have any parking available but let me know if you're interested; -no airbnb/homeaway or the like please; -we don't respond to requests for more information without details about what information your requesting specifically; -we respect current occupants' privacy by not scheduling showings prior to ensuring you understand all details of the apartment and are ready to apply once you are satisfied with the apartment; and -i may add more to this if i get many repeat questions",yes
https://www.hotpads.com/107-salem-st-boston-ma-02113-skeug6/3/pad,2,1,"furnished - north end - september 1 - huge two bed/one bath furnished apartment hardwood floors throughout kitchen with dishwasher spacious & open living room two queen sized bedrooms (one smaller than the other) with ample closet space bathroom with shower tons of natural light laundry in unit renter is responsible for gas and electric. move in cost are first month rent, last month's rent and one month realty fee. call stacy to see! stacy schuster anzalone realty 383 hanover street boston, ma 02113",yes
https://www.hotpads.com/31-parmenter-st-boston-ma-02113-tstxad/3/pad,2,1,"furnished - north end - september 1 - huge two bed/one bath furnished apartment hardwood floors throughout kitchen with dishwasher spacious & open living room two queen sized bedrooms (one smaller than the other) with ample closet space bathroom with shower tons of natural light laundry in unit renter is responsible for gas and electric. move in cost are first month rent, last month's rent and one month realty fee. call stacy to see! stacy schuster anzalone realty 383 hanover street boston, ma 02113",yes
https://www.hotpads.com/somerville-ma-02144-usq4ze/pad,2,1,"available september 15th! great 2 bedroom apartment; great location, just out of davis square and redline t and steps from tufts university o 9 minute walk to davis sq & the red line. o hardwood floors throughout o apt freshly painted ! o modern living room, dining room, o renovated modern kitchen w/stainless steel appliances, dishwasher o 2 good sized bedrooms o shared tandem spot in driveway o awesome location great neighborhood o close to restaurants and shops in davis square o easy access to route 93 and route 2 o easy off street parking o laundry in the basement o nice extra storage in basement o attic storage available o front and back balconies ! deposits of 1st month, security deposit and brokers fee is requested and good credit ! no pets allowed (rlne8060710)",yes
https://www.hotpads.com/22-spencer-st-lexington-ma-02420-usge2q/22/pad,2,1,"available september 1st. beautiful two bedroom, one bath. duplex-town home in east lexington. hardwood floors, newer kitchen, and bath with granite countertops. refrigerator, microwave, dishwasher, disposal, central a/c, and electric range. assigned two-car parking. great location - steps to public transportation, minuteman bike path, wilson's farm, and a short walk to lexington center. washer & dryer included in basement. landlord maintains the yard; the tenant removes snow. water & sewer are included. the tenant pays for all other utilities. no pets, no smoking, ""no home businesses may be conducted from this property."" no more than three occupants (see living disclosures). requires automatic monthly bank withdrawal for payment of rent. move-in cost: first, last. security & one month brokers fee totaling $11,200.00 at signing the lease. home is occupied 24-hour notice to show. *no more than three occupants.",yes
https://www.hotpads.com/57-broadlawn-park-chestnut-hill-ma-02467-1pfzqjp/16b/pad,2,2,"beautiful and bright top floor unit with cathedral ceilings, open floor plan for living/dining area with a private balcony and beaming laminated floors. 2 good size bedrooms with lots of closet space, storage and new flooring. 2 renovated baths, in master additional large closet. updated kitchen with lots of cabinet space and a gas stove. new heating and central a/c system. facilities include outdoor inground pool, picnic area and clubhouse, function room, laundry in the building, extra storage in the basement and visitors parking. broadlawn park is located on the brookline/newton line convenient to wegmans, chestnut hill square, the street shopping center, putterham circle, vfw parkway, route 9, commuter rail and close drive to the longwood medical center. this unit comes with two assigned parking spaces #60 & #34. now available. no pets - no smoking per condo regulations. tenant pays brokers fee $2,900. heat & hot water included. good credit score and income verification required.",yes
https://www.hotpads.com/8-12-camelot-ct-brighton-ma-02135-238txk8/pad,2,1,"landlord is paying half month brokers fee! close to boston university boston college longwood medical area st. elizabeth's medical center mbta station warren street, green line (b) available now location close to oak square packards corner lower allston supermarkets restaurants cafes bakeries banks gyms pharmacies apartment features concierge gym club room laundry on the 1st floor of each building heat, hot water, and gas are included complimentary wifi in the common area free coffee/espresso/tea for residents to enjoy in club room 2 bedroom / 1 bath open concept living spaces large windows natural lights hardwood floor throughout",yes
https://www.hotpads.com/1600-1650-commonwealth-ave-brighton-ma-02135-1pgnsxc/pad,2,1,"landlord is paying half month brokers fee! close to boston university boston college longwood medical area st. elizabeth's medical center mbta station washington st, green line (b) available 9/30/2023 location close to chestnut hill reservoir oak square packards corner lower allston supermarkets restaurants cafes bakeries banks gyms pharmacies apartment features heat and hot water are included in the rent gut renovated 2 bedroom / 1 bath eat in kitchen large windows natural lights hardwood floor throughout laundry is on site",yes
https://www.hotpads.com/248-princeton-st-boston-ma-02128-1j4rdp2/2/pad,2,1,"landlord will pay half the brokers fee! available september 1st.this sunny, newly renovated floor through two bedroom offers an open floor plan, a fully applianced kitchen, ss appliances, hardwood floors along with two equal size bedrooms. separate sunroom that can be used as a flex room. washer/dryer in basement, extra storage and shared backyard complete this home. pets welcome. close to mbta and all east boston has to offer.",yes
https://www.hotpads.com/240-belmont-st-malden-ma-02148-tp6x28/22/pad,2,1,"lovely 2 bed 1 bath on the second story of a walk up. this corner unit has an updated kitchen with stainless steel appliances, laminated floors, and a built in ac unit. the building offers basement cubby storage, coin op laundry and 1 off street parking spot. the heat and hot water is included in the rent. the property is around the corner from the everett ferry st/rich st bus stop. upfront costs are 3 months first security and brokers fee.",yes
https://www.hotpads.com/9-victory-rd-boston-ma-02122-spm99s/23/pad,2,1,"*unit is occupied.* fantastic location right between adams street and neponset ave. heat and hot water included in this two bedroom unit. modern eat in kitchen. hardwood floors throughout and an updated bathroom. off street parking for one car and on site laundry. section 8 tenants welcome. no pets, no smoking. professionally managed building. we conduct a credit and background check on all applicants and require 1st month's rent and security deposit equal to one month's rent to move in. brokers- landlord pays you full month fee for co-broke",yes
https://www.hotpads.com/30-peterborough-st-boston-ma-02215-skenkv/h/pad,2,1,"739 sq ft 2 bedroom, 1 renovated bathroom in the fenway park area close to transportation, shopping, schools. garden level unit available for 9/1/2023. minimum 12 month lease. no undergrads. required 1st month, last month rent, 1 month security deposit, and 1 month broker's fee. a must see.",yes
https://www.hotpads.com/watertown-ma-02472-skf610/f/pad,2,1,"aesthetic 2br condo @ elevatored brick & stone condo bldg. heat/hw incl, 2-park incl. where to begin ? the general rock solid brick and stone look, relative sound proofing, elevated perch (meaning nice views & extra light) fully backdrop this very eclectic, impressive space. so we're seeing a plethora of bold colors; nice mix of pastels and faded greys. fab glass like hardwoods in all rooms (but for the finely tiled kitchen and bath). air conditioning per multiple built in wall units. your giant living room at 1 end has terrific double slider doors to a super inviting balcony. the other end segues to a wall window connecting the kitchen & easy views between rooms (liv-kit). just below the window is a kick out mini counter + 2 stool chairs that collectively create the perfect breakfast bar between kitch and living. the living room is loaded with style--enjoy tasteful 2 tone paint work, a built in wall mounted big screen tv (at your option), a select few wall mounted mini shelvings, decoratively staggered. terrific energy! your chefs kitchen really brings the noise; fab wrap around granite counters, full list of stainless steel appliances; refrigerator, stove, dishwash, micro, et al). extra maple cabinets to be had, extra counter space, backsplash & the cooking area window to instantly view your living room & balcony area (imagine cutting the tomatoes while simultaneously checking out the big screens 6pm news &/or hitting your surround sound remote from that same place). ok, lets not get spoiled. moving to the master bedroom we find another ac + the continuation of your sparkling hardwoods, like everywhere else - double sealed heat efficient windows, generous depth, color, plenty of cable, phone & electric jacks & even a superb walk in closet. your 2nd bed is also an easy take, smaller yet very legit sized. fine spacial bathroom with swanky wall and floor tile, fan, full tub & shower features, lighting, whole 9. the building is elevatored. the 2 parking spaces are fully deeded and assigned (1 @ covered garage). for laundry its easy access coin-op (at same living level--right down a short hall). to add to what's already an embarrassment of features - enjoy a no cost community work out room at lower level. the location is nearby a ton of shopping and general store fronts at watertown square. bike path all the way to boston is next door. t inbound is also walking distance + easy on/off to the pike is barely a mile away. the cherry on top here is that you have heat and hw fully inclusive to your rent number. so cost fixation is also invited to the party. ready date is september 1, potentially a tic sooner. 1 year terms, 1 at a time. fee is a reduced half month (only); in all please expect 2.5 months in funds to sign it up. 1 smaller pet (to 30lbs) considered; small monthly add if so. this is living space that challenges comparison ! call jack lambergs, ingram realty for addl details",yes
https://www.hotpads.com/1390-beacon-st-brookline-ma-02446-skf6nd/905/pad,2,1,"avail date: 09/01/2023 rent: $2,700 rent includes: heat, hot water pet: no laundry: in building beautiful two bedroom (front-facing) unit available in the heart of coolidge corner, with green line t stop right across the street. unit features hardwood floors & large windows for lots of natural light. laundry in the basement of the adjacent building. no pets, no undergraduates. first month and rental fee to move in. transportation bus: 66 harvard st @ beacon st (0.14 mi) bus: 65 washington st @ griggs rd (0.32 mi) tram: c summit avenue (0.07 mi) move in cost first month: $2,700 last month: $2,700",yes
https://www.hotpads.com/11-fairbanks-st-brookline-ma-02446-1j561mb/2/pad,2,1,"available 9/1/2023. large 2 bedroom unit in a prime location in brookline. this unit is located conveniently located next to the c and d line in brookline with this unit the landlord pays for the heat, water and the full broker's fee.",yes
https://www.hotpads.com/42-sudan-st-boston-ma-02125-utmxpf/3/pad,2,1,"available for september 1st 2 beds / 1 bath on sudan street. hot water included. front and back deck. separated living room, kitchen, and dining room. renovated kitchen w/ stainless steel appliances and granite countertops. no laundry - laundromat nearby. no pets. no students move-in cost: first mont's rent, 1-month broker, 1 month security deposit and last month's rent (4xmonth total)",yes
https://www.hotpads.com/10-bolton-st-waltham-ma-02453-1tgv0jn/10/pad,2,1,"available now! highly desirable & quiet southside top floor 2 bedroom apartment with two cars off-street parking available to rent ! renovations include new flooring for a spacious deck off the kitchen, an updated tile bathroom, and freshly painted cabinets and walls. washer and dryer hookups are available in the basement as well as storage in the assigned area. the kitchen includes a range, refrigerator, dishwasher, and microwave! ask for our walkthrough video! first, security and half a month fee due to move-in.",yes
https://www.hotpads.com/36-whitman-rd-waltham-ma-02453-sky7qr/1-2/pad,2,1,"available september 1st, 2023 - cute two bedroom condo just off main street on the waltham/watertown line. open kitchen living room layout. two equal sized bedrooms with double sized closets and full bathroom. bathroom is older style pink tile, but is clean.. heat and hot water included. includes an inground pool for residents only. 1 parking spot included, second spot available for $425 per year. snow removal and grounds maintenance included. rental includes secure storage locker on ground level. coin laundry in building. first, security and 1 month fee due at signing",yes
https://www.hotpads.com/73-massachusetts-ave-arlington-ma-02474-1psvwc1/3/pad,2,1,beautiful recently renovated 2 bedroom. hardwood floors throughout. huge in eat-in kitchen. dishwasher/disposal. near alewife station - walk to red line. very close to east arlington stores and restaurants. parking for 2 small to medium sized cars. coin-op laundry in basement. 1 year lease. last month's rent. 1/2 month rental fee. email only to see.,yes
https://www.hotpads.com/698-702-huron-ave-cambridge-ma-02138-239pn7v/4b/pad,2,1,"beautiful/spacious 2 bedroom 1 bathroom apartment located in the great cambridge highlands cambridge area, close to public transportation. unit features gleaming hardwood flooring, dishwasher, laundry in the building, high ceilings, granite countertops, spacious bedrooms, big windows for plenty of natural sunlight coming in, electricity, gas, heat, hot water, internet included. available for move in 10/03/2023. call now! half broker's fee video tour available upon request",yes
https://www.hotpads.com/77-brighton-ave-allston-ma-02134-skm54h/1cc/pad,2,2,"exceptionally well-maintained bow-front townhouse buildings with upgraded common areas and newly renovated apartments. these spacious units have the feel of back bay apartments at attractive rental rates in a location close to shops and restaurants. limited parking is available directly behind the building. features: hardwood floors throughout, updated kitchens and baths, heat and hot water included, laundry room on-site, parking on-site, walk to green line t stop and 66 bus stop close to restaurants, shops and nightlife professional management sept 2023- brighton ave 2 bed 2 bath duplex! h/hw inc. 1 month fee awesome 2 bed 2 bath duplex unit on brighton ave. heat and hot water included cat ok sorry, no undergrads",yes
